0|Abbot|Crater, craters
0|Heinsius D|Satellite Feature
0|Heinsius E|Satellite Feature
0|Heinsius F|Satellite Feature
0|Heinsius G|Satellite Feature
0|Heinsius H|Satellite Feature
0|Heinsius J|Satellite Feature
0|Heinsius K|Satellite Feature
0|Heinsius L|Satellite Feature
0|Heinsius M|Satellite Feature
0|Heinsius N|Satellite Feature
0|Heinsius O|Satellite Feature
0|Heinsius P|Satellite Feature
0|Heinsius Q|Satellite Feature
0|Heinsius R|Satellite Feature
0|Heinsius S|Satellite Feature
0|Heinsius T|Satellite Feature
0|Heis A|Satellite Feature
0|Heis D|Satellite Feature
0|Helberg C|Satellite Feature
0|Helberg H|Satellite Feature
0|Helicon B|Satellite Feature
0|Helicon C|Satellite Feature
0|Helicon E|Satellite Feature
0|Helicon G|Satellite Feature
0|Hell A|Satellite Feature
0|Hell B|Satellite Feature
0|Hell C|Satellite Feature
0|Hell E|Satellite Feature
0|Hell H|Satellite Feature
0|Hell J|Satellite Feature
0|Hell K|Satellite Feature
0|Hell L|Satellite Feature
0|Hell M|Satellite Feature
0|Hell N|Satellite Feature
0|Hell P|Satellite Feature
0|Hell Q|Satellite Feature
0|Hell R|Satellite Feature
0|Hell S|Satellite Feature
0|Hell T|Satellite Feature
0|Hell U|Satellite Feature
0|Hell V|Satellite Feature
0|Hell W|Satellite Feature
0|Hell X|Satellite Feature
0|Helmholtz A|Satellite Feature
0|Helmholtz B|Satellite Feature
0|Helmholtz D|Satellite Feature
0|Helmholtz F|Satellite Feature
0|Helmholtz H|Satellite Feature
0|Helmholtz J|Satellite Feature
0|Helmholtz M|Satellite Feature
0|Helmholtz N|Satellite Feature
0|Helmholtz R|Satellite Feature
0|Helmholtz S|Satellite Feature
0|Helmholtz T|Satellite Feature
0|Henderson B|Satellite Feature
0|Henderson F|Satellite Feature
0|Henderson G|Satellite Feature
0|Henderson Q|Satellite Feature
0|Hendrix M|Satellite Feature
0|Henry A|Satellite Feature
0|Henry B|Satellite Feature
0|Henry D|Satellite Feature
0|Henry J|Satellite Feature
0|Henry K|Satellite Feature
0|Henry L|Satellite Feature
0|Henry M|Satellite Feature
0|Henry N|Satellite Feature
0|Henry P|Satellite Feature
0|Henry Freres C|Satellite Feature
0|Henry Freres E|Satellite Feature
0|Henry Freres G|Satellite Feature
0|Henry Freres H|Satellite Feature
0|Henry Freres R|Satellite Feature
0|Henry Freres S|Satellite Feature
0|Henyey U|Satellite Feature
0|Henyey V|Satellite Feature
0|Heraclides A|Satellite Feature
0|Heraclides E|Satellite Feature
0|Heraclides F|Satellite Feature
0|Heraclitus A|Satellite Feature
0|Heraclitus C|Satellite Feature
0|Heraclitus D|Satellite Feature
0|Heraclitus E|Satellite Feature
0|Heraclitus K|Satellite Feature
0|Hercules B|Satellite Feature
0|Hercules C|Satellite Feature
0|Hercules D|Satellite Feature
2|Hercules E|Satellite Feature
0|Hercules F|Satellite Feature
2|Hercules G|Satellite Feature
0|Hercules H|Satellite Feature
0|Hercules J|Satellite Feature
0|Hercules K|Satellite Feature
0|Herigonius E|Satellite Feature
0|Herigonius F|Satellite Feature
0|Herigonius G|Satellite Feature
0|Herigonius H|Satellite Feature
0|Herigonius K|Satellite Feature
0|Hermann A|Satellite Feature
0|Hermann B|Satellite Feature
0|Hermann C|Satellite Feature
0|Hermann D|Satellite Feature
0|Hermann E|Satellite Feature
0|Hermann F|Satellite Feature
0|Hermann H|Satellite Feature
0|Hermann J|Satellite Feature
0|Hermann K|Satellite Feature
0|Hermann L|Satellite Feature
0|Hermann R|Satellite Feature
0|Hermann S|Satellite Feature
0|Hermite A|Satellite Feature
0|Herodotus A|Satellite Feature
0|Herodotus B|Satellite Feature
0|Herodotus C|Satellite Feature
0|Herodotus E|Satellite Feature
0|Herodotus G|Satellite Feature
0|Herodotus H|Satellite Feature
0|Herodotus K|Satellite Feature
0|Herodotus L|Satellite Feature
0|Herodotus N|Satellite Feature
0|Herodotus R|Satellite Feature
0|Herodotus S|Satellite Feature
0|Herodotus T|Satellite Feature
0|Heron  Hero  H|Satellite Feature
0|Heron  Hero  Y|Satellite Feature
0|Herschel C|Satellite Feature
0|Herschel D|Satellite Feature
0|Herschel F|Satellite Feature
0|Herschel G|Satellite Feature
0|Herschel H|Satellite Feature
0|Herschel J|Satellite Feature
0|Herschel N|Satellite Feature
0|Herschel X|Satellite Feature
0|Hertzsprung D|Satellite Feature
0|Hertzsprung H|Satellite Feature
0|Hertzsprung K|Satellite Feature
0|Hertzsprung L|Satellite Feature
0|Hertzsprung M|Satellite Feature
0|Hertzsprung P|Satellite Feature
0|Hertzsprung R|Satellite Feature
0|Hertzsprung S|Satellite Feature
0|Hertzsprung V|Satellite Feature
0|Hertzsprung X|Satellite Feature
0|Hertzsprung Y|Satellite Feature
2|Hesiodus A|Satellite Feature
0|Hesiodus B|Satellite Feature
0|Hesiodus D|Satellite Feature
0|Hesiodus E|Satellite Feature
0|Hesiodus X|Satellite Feature
0|Hesiodus Y|Satellite Feature
0|Hesiodus Z|Satellite Feature
0|Hess M|Satellite Feature
0|Hess W|Satellite Feature
0|Hess Z|Satellite Feature
0|Hevelius A|Satellite Feature
0|Hevelius B|Satellite Feature
0|Hevelius D|Satellite Feature
0|Hevelius E|Satellite Feature
0|Hevelius J|Satellite Feature
0|Hevelius K|Satellite Feature
0|Hevelius L|Satellite Feature
0|Heymans D|Satellite Feature
0|Heymans F|Satellite Feature
0|Heymans T|Satellite Feature
0|Hilbert A|Satellite Feature
0|Hilbert E|Satellite Feature
0|Hilbert G|Satellite Feature
0|Hilbert H|Satellite Feature
0|Hilbert L|Satellite Feature
0|Hilbert S|Satellite Feature
0|Hilbert W|Satellite Feature
0|Hilbert Y|Satellite Feature
0|Hind C|Satellite Feature
0|Hippalus A|Satellite Feature
0|Hippalus B|Satellite Feature
0|Hippalus C|Satellite Feature
0|Hippalus D|Satellite Feature
0|Hipparchus B|Satellite Feature
0|Hipparchus C|Satellite Feature
0|Hipparchus D|Satellite Feature
0|Hipparchus E|Satellite Feature
0|Hipparchus F|Satellite Feature
0|Hipparchus G|Satellite Feature
0|Hipparchus H|Satellite Feature
0|Hipparchus J|Satellite Feature
0|Hipparchus K|Satellite Feature
0|Hipparchus L|Satellite Feature
0|Hipparchus N|Satellite Feature
0|Hipparchus P|Satellite Feature
0|Hipparchus Q|Satellite Feature
0|Hipparchus T|Satellite Feature
0|Hipparchus U|Satellite Feature
0|Hipparchus W|Satellite Feature
0|Hipparchus X|Satellite Feature
0|Hipparchus Z|Satellite Feature
0|Hippocrates Q|Satellite Feature
0|Hirayama C|Satellite Feature
0|Hirayama F|Satellite Feature
0|Hirayama G|Satellite Feature
0|Hirayama K|Satellite Feature
0|Hirayama L|Satellite Feature
0|Hirayama M|Satellite Feature
0|Hirayama N|Satellite Feature
0|Hirayama Q|Satellite Feature
0|Hirayama S|Satellite Feature
0|Hirayama T|Satellite Feature
0|Hirayama Y|Satellite Feature
0|Hoffmeister D|Satellite Feature
0|Hoffmeister F|Satellite Feature
0|Hoffmeister N|Satellite Feature
0|Hoffmeister Z|Satellite Feature
0|Hogg E|Satellite Feature
0|Hogg K|Satellite Feature
0|Hogg P|Satellite Feature
0|Hogg T|Satellite Feature
0|Hohmann Q|Satellite Feature
0|Holden R|Satellite Feature
0|Holden S|Satellite Feature
0|Holden T|Satellite Feature
0|Holden V|Satellite Feature
0|Holden W|Satellite Feature
0|Holetschek N|Satellite Feature
0|Holetschek P|Satellite Feature
0|Holetschek R|Satellite Feature
0|Holetschek Z|Satellite Feature
0|Hommel A|Satellite Feature
0|Hommel B|Satellite Feature
0|Hommel C|Satellite Feature
0|Hommel D|Satellite Feature
0|Hommel E|Satellite Feature
0|Hommel F|Satellite Feature
0|Hommel G|Satellite Feature
0|Hommel H|Satellite Feature
0|Hommel HA|Satellite Feature
0|Hommel J|Satellite Feature
0|Hommel K|Satellite Feature
0|Hommel L|Satellite Feature
0|Hommel M|Satellite Feature
0|Hommel N|Satellite Feature
0|Hommel O|Satellite Feature
0|Hommel P|Satellite Feature
0|Hommel Q|Satellite Feature
0|Hommel R|Satellite Feature
0|Hommel S|Satellite Feature
0|Hommel T|Satellite Feature
0|Hommel V|Satellite Feature
0|Hommel X|Satellite Feature
0|Hommel Y|Satellite Feature
0|Hommel Z|Satellite Feature
0|Hooke D|Satellite Feature
0|Horrebow A|Satellite Feature
0|Horrebow B|Satellite Feature
0|Horrebow C|Satellite Feature
0|Horrebow D|Satellite Feature
0|Horrebow G|Satellite Feature
0|Horrocks M|Satellite Feature
0|Horrocks U|Satellite Feature
0|Hortensius A|Satellite Feature
0|Hortensius B|Satellite Feature
0|Hortensius C|Satellite Feature
0|Hortensius D|Satellite Feature
0|Hortensius E|Satellite Feature
0|Hortensius F|Satellite Feature
0|Hortensius G|Satellite Feature
0|Hortensius H|Satellite Feature
0|Houzeau P|Satellite Feature
0|Houzeau Q|Satellite Feature
0|Hubble C|Satellite Feature
0|Huggins A|Satellite Feature
0|Humboldt B|Satellite Feature
0|Humboldt N|Satellite Feature
0|Hume A|Satellite Feature
0|Hume Z|Satellite Feature
0|Hutton P|Satellite Feature
0|Hutton W|Satellite Feature
0|Huygens A|Satellite Feature
0|Hyginus A|Satellite Feature
0|Hyginus B|Satellite Feature
0|Hyginus C|Satellite Feature
0|Hyginus D|Satellite Feature
0|Hyginus E|Satellite Feature
0|Hyginus F|Satellite Feature
0|Hyginus G|Satellite Feature
0|Hyginus H|Satellite Feature
0|Hyginus N|Satellite Feature
0|Hyginus S|Satellite Feature
0|Hyginus W|Satellite Feature
0|Hyginus Z|Satellite Feature
0|Hypatia A|Satellite Feature
0|Hypatia B|Satellite Feature
0|Hypatia C|Satellite Feature
0|Hypatia D|Satellite Feature
0|Hypatia E|Satellite Feature
0|Hypatia F|Satellite Feature
0|Hypatia G|Satellite Feature
0|Hypatia H|Satellite Feature
0|Hypatia M|Satellite Feature
0|Hypatia R|Satellite Feature
0|Ibn Firnas E|Satellite Feature
0|Ibn Firnas L|Satellite Feature
0|Icarus D|Satellite Feature
0|Icarus E|Satellite Feature
0|Icarus H|Satellite Feature
0|Icarus J|Satellite Feature
0|Icarus Q|Satellite Feature
0|Icarus V|Satellite Feature
0|Icarus X|Satellite Feature
0|Idel son L|Satellite Feature
0|Ideler A|Satellite Feature
0|Ideler B|Satellite Feature
0|Ideler C|Satellite Feature
0|Ideler L|Satellite Feature
0|Ideler M|Satellite Feature
0|Ingalls G|Satellite Feature
0|Ingalls M|Satellite Feature
0|Ingalls U|Satellite Feature
0|Ingalls V|Satellite Feature
0|Ingalls Y|Satellite Feature
0|Ingalls Z|Satellite Feature
0|Inghirami A|Satellite Feature
0|Inghirami C|Satellite Feature
0|Inghirami F|Satellite Feature
0|Inghirami G|Satellite Feature
0|Inghirami H|Satellite Feature
0|Inghirami K|Satellite Feature
0|Inghirami L|Satellite Feature
0|Inghirami M|Satellite Feature
0|Inghirami N|Satellite Feature
0|Inghirami Q|Satellite Feature
0|Inghirami S|Satellite Feature
0|Inghirami T|Satellite Feature
0|Inghirami W|Satellite Feature
0|Innes G|Satellite Feature
0|Innes S|Satellite Feature
0|Innes Z|Satellite Feature
0|Isaev N|Satellite Feature
0|Isidorus A|Satellite Feature
0|Isidorus B|Satellite Feature
0|Isidorus C|Satellite Feature
0|Isidorus D|Satellite Feature
0|Isidorus E|Satellite Feature
0|Isidorus F|Satellite Feature
0|Isidorus G|Satellite Feature
0|Isidorus H|Satellite Feature
0|Isidorus K|Satellite Feature
0|Isidorus U|Satellite Feature
0|Isidorus V|Satellite Feature
0|Isidorus W|Satellite Feature
0|Izsak T|Satellite Feature
0|J  Herschel B|Satellite Feature
0|J  Herschel C|Satellite Feature
0|J  Herschel D|Satellite Feature
0|J  Herschel F|Satellite Feature
0|J  Herschel K|Satellite Feature
0|J  Herschel L|Satellite Feature
0|J  Herschel M|Satellite Feature
0|J  Herschel N|Satellite Feature
0|J  Herschel P|Satellite Feature
0|J  Herschel R|Satellite Feature
0|Jackson Q|Satellite Feature
0|Jackson X|Satellite Feature
0|Jacobi A|Satellite Feature
0|Jacobi B|Satellite Feature
0|Jacobi C|Satellite Feature
0|Jacobi D|Satellite Feature
0|Jacobi E|Satellite Feature
0|Jacobi F|Satellite Feature
0|Jacobi G|Satellite Feature
0|Jacobi H|Satellite Feature
0|Jacobi J|Satellite Feature
0|Jacobi K|Satellite Feature
0|Jacobi L|Satellite Feature
0|Jacobi M|Satellite Feature
0|Jacobi N|Satellite Feature
0|Jacobi O|Satellite Feature
0|Jacobi P|Satellite Feature
0|Jacobi Q|Satellite Feature
0|Jacobi R|Satellite Feature
0|Jacobi S|Satellite Feature
0|Jacobi T|Satellite Feature
0|Jacobi U|Satellite Feature
0|Jacobi W|Satellite Feature
0|Jacobi Z|Satellite Feature
0|Jansen D|Satellite Feature
0|Jansen E|Satellite Feature
0|Jansen G|Satellite Feature
0|Jansen H|Satellite Feature
0|Jansen K|Satellite Feature
0|Jansen L|Satellite Feature
0|Jansen R|Satellite Feature
0|Jansen T|Satellite Feature
0|Jansen U|Satellite Feature
0|Jansen W|Satellite Feature
0|Jansen Y|Satellite Feature
0|Jansky D|Satellite Feature
0|Jansky F|Satellite Feature
0|Jansky H|Satellite Feature
0|Janssen B|Satellite Feature
0|Janssen C|Satellite Feature
0|Janssen D|Satellite Feature
0|Janssen E|Satellite Feature
0|Janssen F|Satellite Feature
0|Janssen H|Satellite Feature
0|Janssen J|Satellite Feature
0|Janssen K|Satellite Feature
0|Janssen L|Satellite Feature
0|Janssen M|Satellite Feature
0|Janssen N|Satellite Feature
0|Janssen P|Satellite Feature
0|Janssen Q|Satellite Feature
0|Janssen R|Satellite Feature
0|Janssen S|Satellite Feature
0|Janssen T|Satellite Feature
0|Janssen X|Satellite Feature
0|Jeans B|Satellite Feature
0|Jeans G|Satellite Feature
0|Jeans N|Satellite Feature
0|Jeans S|Satellite Feature
0|Jeans U|Satellite Feature
0|Jeans X|Satellite Feature
0|Jeans Y|Satellite Feature
0|Jenner M|Satellite Feature
0|Jenner X|Satellite Feature
0|Jenner Y|Satellite Feature
0|Joliot P|Satellite Feature
0|Joule K|Satellite Feature
0|Joule L|Satellite Feature
0|Joule T|Satellite Feature
0|Jules Verne C|Satellite Feature
0|Jules Verne G|Satellite Feature
0|Jules Verne P|Satellite Feature
0|Jules Verne R|Satellite Feature
0|Jules Verne X|Satellite Feature
0|Kant S|Satellite Feature
0|Kant T|Satellite Feature
0|Kant Z|Satellite Feature
0|Kapteyn A|Satellite Feature
0|Jules Verne Y|Satellite Feature
0|Jules Verne Z|Satellite Feature
0|Julius Caesar A|Satellite Feature
0|Julius Caesar B|Satellite Feature
0|Julius Caesar C|Satellite Feature
0|Julius Caesar D|Satellite Feature
0|Julius Caesar F|Satellite Feature
0|Julius Caesar G|Satellite Feature
0|Julius Caesar H|Satellite Feature
0|Julius Caesar J|Satellite Feature
0|Julius Caesar P|Satellite Feature
0|Julius Caesar Q|Satellite Feature
0|Kaiser A|Satellite Feature
0|Kaiser B|Satellite Feature
0|Kaiser C|Satellite Feature
0|Kaiser D|Satellite Feature
0|Kaiser E|Satellite Feature
0|Kaiser R|Satellite Feature
0|Kane A|Satellite Feature
0|Kane F|Satellite Feature
0|Kane G|Satellite Feature
0|Kant B|Satellite Feature
0|Kant C|Satellite Feature
0|Kant D|Satellite Feature
0|Kant G|Satellite Feature
0|Kant H|Satellite Feature
0|Kant N|Satellite Feature
0|Kant O|Satellite Feature
0|Kant P|Satellite Feature
0|Kant Q|Satellite Feature
0|Kapteyn B|Satellite Feature
0|Kapteyn C|Satellite Feature
0|Kapteyn D|Satellite Feature
0|Kapteyn E|Satellite Feature
0|Kapteyn F|Satellite Feature
0|Kapteyn K|Satellite Feature
0|Kapteyn Z|Satellite Feature
0|Karpinskiy J|Satellite Feature
0|Kastner A|Satellite Feature
0|Kastner B|Satellite Feature
0|Kastner C|Satellite Feature
0|Kastner E|Satellite Feature
0|Kastner G|Satellite Feature
0|Kastner R|Satellite Feature
0|Kastner S|Satellite Feature
0|Kearons U|Satellite Feature
0|Keeler L|Satellite Feature
0|Keeler S|Satellite Feature
0|Keeler U|Satellite Feature
0|Keeler V|Satellite Feature
0|Kekule K|Satellite Feature
0|Kekule M|Satellite Feature
0|Kekule S|Satellite Feature
0|Kekule V|Satellite Feature
0|Kelvin A|Satellite Feature
0|Kelvin B|Satellite Feature
0|Kelvin C|Satellite Feature
0|Kelvin D|Satellite Feature
0|Kelvin E|Satellite Feature
0|Kelvin F|Satellite Feature
0|Kelvin G|Satellite Feature
0|Kepinski C|Satellite Feature
0|Kepinski N|Satellite Feature
0|Kepinski W|Satellite Feature
0|Kepler A|Satellite Feature
0|Kepler B|Satellite Feature
0|Kepler C|Satellite Feature
0|Kepler D|Satellite Feature
0|Kepler E|Satellite Feature
0|Kepler F|Satellite Feature
0|Kepler P|Satellite Feature
0|Kepler T|Satellite Feature
0|Khvol son C|Satellite Feature
0|Kibal chich H|Satellite Feature
0|Kibal chich Q|Satellite Feature
0|Kibal chich R|Satellite Feature
0|Kidinnu E|Satellite Feature
0|Kies A|Satellite Feature
0|Kies B|Satellite Feature
0|Kies C|Satellite Feature
0|Kies D|Satellite Feature
0|Kies E|Satellite Feature
0|Kinau A|Satellite Feature
0|Kinau B|Satellite Feature
0|Kinau C|Satellite Feature
0|Kinau D|Satellite Feature
0|Kinau E|Satellite Feature
0|Kinau F|Satellite Feature
0|Kinau G|Satellite Feature
0|Kinau H|Satellite Feature
0|Kinau J|Satellite Feature
0|Kinau K|Satellite Feature
0|Kinau L|Satellite Feature
0|Kinau M|Satellite Feature
0|Kinau N|Satellite Feature
0|Kinau P|Satellite Feature
0|Kinau Q|Satellite Feature
0|Kinau R|Satellite Feature
0|King J|Satellite Feature
0|King Y|Satellite Feature
0|Kirch E|Satellite Feature
0|Kirch F|Satellite Feature
0|Kirch G|Satellite Feature
0|Kirch H|Satellite Feature
0|Kirch K|Satellite Feature
0|Kirch M|Satellite Feature
0|Kircher A|Satellite Feature
0|Kircher B|Satellite Feature
0|Kircher C|Satellite Feature
0|Kircher D|Satellite Feature
0|Kircher E|Satellite Feature
0|Kircher F|Satellite Feature
0|Kirchhoff C|Satellite Feature
0|Kirchhoff E|Satellite Feature
0|Kirchhoff F|Satellite Feature
0|Kirchhoff G|Satellite Feature
0|Kirkwood T|Satellite Feature
0|Kirkwood Y|Satellite Feature
0|Klaproth A|Satellite Feature
0|Klaproth B|Satellite Feature
0|Klaproth C|Satellite Feature
0|Klaproth D|Satellite Feature
0|Klaproth G|Satellite Feature
0|Klaproth H|Satellite Feature
0|Klaproth L|Satellite Feature
0|Klein A|Satellite Feature
0|Klein B|Satellite Feature
0|Klein C|Satellite Feature
0|Klute M|Satellite Feature
0|Klute W|Satellite Feature
0|Klute X|Satellite Feature
0|Koch R|Satellite Feature
0|Koch U|Satellite Feature
0|Kohlschutter N|Satellite Feature
0|Kohlschutter Q|Satellite Feature
0|Kohlschutter W|Satellite Feature
0|Kondratyuk A|Satellite Feature
0|Kondratyuk Q|Satellite Feature
0|Konig A|Satellite Feature
0|Kopff B|Satellite Feature
0|Kopff C|Satellite Feature
0|Kopff D|Satellite Feature
0|Kopff E|Satellite Feature
0|Korolev B|Satellite Feature
0|Korolev C|Satellite Feature
0|Korolev D|Satellite Feature
0|Korolev E|Satellite Feature
0|Korolev F|Satellite Feature
0|Korolev G|Satellite Feature
0|Korolev L|Satellite Feature
0|Korolev M|Satellite Feature
0|Korolev P|Satellite Feature
0|Korolev T|Satellite Feature
0|Korolev V|Satellite Feature
0|Korolev W|Satellite Feature
0|Korolev X|Satellite Feature
0|Korolev Y|Satellite Feature
0|Kostinskiy B|Satellite Feature
0|Kostinskiy D|Satellite Feature
0|Kostinskiy E|Satellite Feature
0|Kostinskiy W|Satellite Feature
0|Kovalevskaya D|Satellite Feature
0|Kovalevskaya Q|Satellite Feature
0|Koval skiy B|Satellite Feature
0|Koval skiy D|Satellite Feature
0|Koval skiy H|Satellite Feature
0|Koval skiy M|Satellite Feature
0|Koval skiy P|Satellite Feature
0|Koval skiy Q|Satellite Feature
0|Koval skiy U|Satellite Feature
0|Koval skiy Y|Satellite Feature
0|Krafft C|Satellite Feature
0|Krafft D|Satellite Feature
0|Krafft E|Satellite Feature
0|Krafft H|Satellite Feature
0|Krafft K|Satellite Feature
0|Krafft L|Satellite Feature
0|Krafft M|Satellite Feature
0|Krafft U|Satellite Feature
0|Kramers C|Satellite Feature
0|Kramers M|Satellite Feature
0|Kramers S|Satellite Feature
0|Kramers U|Satellite Feature
0|Krasnov A|Satellite Feature
0|Krasnov B|Satellite Feature
0|Krasnov C|Satellite Feature
0|Krasnov D|Satellite Feature
0|Krasovskiy C|Satellite Feature
0|Krasovskiy F|Satellite Feature
0|Krasovskiy H|Satellite Feature
0|Krasovskiy J|Satellite Feature
0|Krasovskiy L|Satellite Feature
0|Krasovskiy N|Satellite Feature
0|Krasovskiy P|Satellite Feature
0|Krasovskiy T|Satellite Feature
0|Krasovskiy Z|Satellite Feature
0|Krieger C|Satellite Feature
0|Krusenstern A|Satellite Feature
0|Krylov A|Satellite Feature
0|Krylov B|Satellite Feature
0|Kugler N|Satellite Feature
0|Kugler R|Satellite Feature
0|Kugler U|Satellite Feature
0|Kulik J|Satellite Feature
0|Kulik K|Satellite Feature
0|Kulik L|Satellite Feature
0|Kunowsky C|Satellite Feature
0|Kunowsky D|Satellite Feature
0|Kunowsky G|Satellite Feature
0|Kunowsky H|Satellite Feature
0|Kurchatov T|Satellite Feature
0|Kurchatov W|Satellite Feature
0|Kurchatov X|Satellite Feature
0|Kurchatov Z|Satellite Feature
0|La Caille A|Satellite Feature
0|La Caille B|Satellite Feature
0|La Caille C|Satellite Feature
0|La Caille D|Satellite Feature
0|La Caille E|Satellite Feature
0|La Caille F|Satellite Feature
0|La Caille G|Satellite Feature
0|La Caille H|Satellite Feature
0|La Caille J|Satellite Feature
0|La Caille K|Satellite Feature
0|La Caille L|Satellite Feature
0|La Caille M|Satellite Feature
0|La Caille N|Satellite Feature
0|La Caille P|Satellite Feature
0|La Condamine A|Satellite Feature
0|La Condamine B|Satellite Feature
0|La Condamine C|Satellite Feature
0|La Condamine D|Satellite Feature
0|La Condamine E|Satellite Feature
0|La Condamine F|Satellite Feature
0|La Condamine G|Satellite Feature
0|La Condamine H|Satellite Feature
0|La Condamine J|Satellite Feature
0|La Condamine K|Satellite Feature
0|La Condamine L|Satellite Feature
0|La Condamine M|Satellite Feature
0|La Condamine N|Satellite Feature
0|La Condamine O|Satellite Feature
0|La Condamine P|Satellite Feature
0|La Condamine Q|Satellite Feature
0|La Condamine R|Satellite Feature
0|La Condamine S|Satellite Feature
0|La Condamine T|Satellite Feature
0|La Condamine U|Satellite Feature
0|La Condamine V|Satellite Feature
0|La Condamine X|Satellite Feature
0|La Hire A|Satellite Feature
0|La Hire B|Satellite Feature
0|La Perouse A|Satellite Feature
0|La Perouse D|Satellite Feature
0|La Perouse E|Satellite Feature
0|Lacroix A|Satellite Feature
0|Lacroix B|Satellite Feature
0|Lacroix E|Satellite Feature
0|Lacroix F|Satellite Feature
0|Lacroix G|Satellite Feature
0|Lacroix H|Satellite Feature
0|Lacroix J|Satellite Feature
0|Lacroix K|Satellite Feature
0|Lacroix L|Satellite Feature
0|Lacroix M|Satellite Feature
0|Lacroix N|Satellite Feature
0|Lacroix P|Satellite Feature
0|Lacroix R|Satellite Feature
0|Lade A|Satellite Feature
0|Lade B|Satellite Feature
0|Lade D|Satellite Feature
0|Lade E|Satellite Feature
0|Lade M|Satellite Feature
0|Lade S|Satellite Feature
0|Lade T|Satellite Feature
0|Lade U|Satellite Feature
0|Lade V|Satellite Feature
0|Lade W|Satellite Feature
0|Lade X|Satellite Feature
0|Lagalla F|Satellite Feature
0|Lagalla H|Satellite Feature
0|Lagalla J|Satellite Feature
0|Lagalla K|Satellite Feature
0|Lagalla M|Satellite Feature
0|Lagalla N|Satellite Feature
0|Lagalla P|Satellite Feature
0|Lagalla T|Satellite Feature
0|Lagalla V|Satellite Feature
0|Lagrange A|Satellite Feature
0|Lagrange B|Satellite Feature
0|Lagrange C|Satellite Feature
0|Lagrange D|Satellite Feature
0|Lagrange E|Satellite Feature
0|Lagrange F|Satellite Feature
0|Lagrange G|Satellite Feature
0|Lagrange H|Satellite Feature
0|Lagrange J|Satellite Feature
0|Lagrange K|Satellite Feature
0|Lagrange L|Satellite Feature
0|Lagrange N|Satellite Feature
0|Lagrange R|Satellite Feature
0|Lagrange S|Satellite Feature
0|Lagrange T|Satellite Feature
0|Lagrange W|Satellite Feature
0|Lagrange X|Satellite Feature
0|Lagrange Y|Satellite Feature
0|Lagrange Z|Satellite Feature
0|Lalande A|Satellite Feature
0|Lalande B|Satellite Feature
0|Lalande C|Satellite Feature
0|Lalande D|Satellite Feature
0|Lalande E|Satellite Feature
0|Lalande F|Satellite Feature
0|Lalande G|Satellite Feature
0|Lalande N|Satellite Feature
0|Lalande R|Satellite Feature
0|Lalande T|Satellite Feature
0|Lalande U|Satellite Feature
0|Lalande W|Satellite Feature
0|Lamarck A|Satellite Feature
0|Lamarck B|Satellite Feature
0|Lamarck D|Satellite Feature
0|Lamarck E|Satellite Feature
0|Lamarck F|Satellite Feature
0|Lamarck G|Satellite Feature
0|Lamb A|Satellite Feature
0|Lamb E|Satellite Feature
0|Lamb G|Satellite Feature
0|Lambert A|Satellite Feature
0|Lambert B|Satellite Feature
0|Lambert R|Satellite Feature
0|Lambert T|Satellite Feature
0|Lambert W|Satellite Feature
0|Lame E|Satellite Feature
0|Lame F|Satellite Feature
0|Lame G|Satellite Feature
0|Lame H|Satellite Feature
0|Lame J|Satellite Feature
0|Lame K|Satellite Feature
0|Lame L|Satellite Feature
0|Lame M|Satellite Feature
0|Lame N|Satellite Feature
0|Lame T|Satellite Feature
0|Lame W|Satellite Feature
0|Lame Z|Satellite Feature
0|Lampland A|Satellite Feature
0|Lampland B|Satellite Feature
0|Lampland K|Satellite Feature
0|Lampland M|Satellite Feature
0|Lampland Q|Satellite Feature
0|Lampland R|Satellite Feature
0|Landau Q|Satellite Feature
0|Lander K|Satellite Feature
0|Lane B|Satellite Feature
0|Lane S|Satellite Feature
0|Langemak N|Satellite Feature
0|Langemak X|Satellite Feature
0|Langemak Z|Satellite Feature
0|Langevin C|Satellite Feature
0|Langevin K|Satellite Feature
0|Langley J|Satellite Feature
0|Langley K|Satellite Feature
0|Langrenus E|Satellite Feature
0|Langrenus G|Satellite Feature
0|Langrenus H|Satellite Feature
0|Langrenus L|Satellite Feature
0|Langrenus M|Satellite Feature
0|Langrenus N|Satellite Feature
0|Langrenus P|Satellite Feature
0|Langrenus Q|Satellite Feature
0|Langrenus R|Satellite Feature
0|Langrenus S|Satellite Feature
0|Langrenus T|Satellite Feature
0|Langrenus U|Satellite Feature
0|Langrenus V|Satellite Feature
0|Langrenus W|Satellite Feature
0|Langrenus X|Satellite Feature
0|Langrenus Y|Satellite Feature
0|Langrenus Z|Satellite Feature
0|Lansberg A|Satellite Feature
0|Lansberg B|Satellite Feature
0|Lansberg C|Satellite Feature
0|Lansberg D|Satellite Feature
0|Lansberg E|Satellite Feature
0|Lansberg F|Satellite Feature
0|Lansberg G|Satellite Feature
0|Lansberg L|Satellite Feature
0|Lansberg N|Satellite Feature
0|Lansberg P|Satellite Feature
0|Lansberg X|Satellite Feature
0|Lansberg Y|Satellite Feature
0|Laplace A|Satellite Feature
0|Laplace B|Satellite Feature
0|Laplace D|Satellite Feature
0|Laplace E|Satellite Feature
0|Laplace F|Satellite Feature
0|Laplace L|Satellite Feature
0|Laplace M|Satellite Feature
0|Larmor K|Satellite Feature
